	Web_URL
187	https://www.commonsensemedia.org/music-reviews/cant-be-tamed
188	https://www.commonsensemedia.org/music-reviews/31-minutes-to-takeoff
189	https://www.commonsensemedia.org/music-reviews/speak-now
190	https://www.commonsensemedia.org/music-reviews/the-suburbs
191	https://www.commonsensemedia.org/music-reviews/21
192	https://www.commonsensemedia.org/music-reviews/born-this-way
193	https://www.commonsensemedia.org/music-reviews/codes-and-keys
194	https://www.commonsensemedia.org/music-reviews/all-things-bright-and-beautiful
195	https://www.commonsensemedia.org/music-reviews/hell-on-heels
196	https://www.commonsensemedia.org/music-reviews/ramones
197	https://www.commonsensemedia.org/music-reviews/this-years-model
198	https://www.commonsensemedia.org/music-reviews/pretenders
199	https://www.commonsensemedia.org/music-reviews/american-beauty
200	https://www.commonsensemedia.org/music-reviews/parallel-lines
201	https://www.commonsensemedia.org/music-reviews/imagine
202	https://www.commonsensemedia.org/music-reviews/back-in-black
203	https://www.commonsensemedia.org/music-reviews/led-zeppelin-iv
204	https://www.commonsensemedia.org/music-reviews/overexposed
205	https://www.commonsensemedia.org/music-reviews/night-visions
206	https://www.commonsensemedia.org/music-reviews/contrast
207	https://www.commonsensemedia.org/music-reviews/random-access-memories
208	https://www.commonsensemedia.org/music-reviews/the-blessed-unrest
209	https://www.commonsensemedia.org/music-reviews/prism
210	https://www.commonsensemedia.org/music-reviews/reflektor
211	https://www.commonsensemedia.org/music-reviews/lazaretto
212	https://www.commonsensemedia.org/music-reviews/a-rush-of-blood-to-the-head
213	https://www.commonsensemedia.org/music-reviews/thalia
214	https://www.commonsensemedia.org/music-reviews/pretty-odd
215	https://www.commonsensemedia.org/music-reviews/start-something
216	https://www.commonsensemedia.org/music-reviews/meteora
217	https://www.commonsensemedia.org/music-reviews/a-ghost-is-born
218	https://www.commonsensemedia.org/music-reviews/nina-sky
219	https://www.commonsensemedia.org/music-reviews/american-idiot
220	https://www.commonsensemedia.org/music-reviews/goodies
221	https://www.commonsensemedia.org/music-reviews/pressure-chief
222	https://www.commonsensemedia.org/music-reviews/around-the-sun
223	https://www.commonsensemedia.org/music-reviews/fallen
224	https://www.commonsensemedia.org/music-reviews/still-not-getting-any
225	https://www.commonsensemedia.org/music-reviews/guero
226	https://www.commonsensemedia.org/music-reviews/stand-up
227	https://www.commonsensemedia.org/music-reviews/touch
228	https://www.commonsensemedia.org/music-reviews/paris
229	https://www.commonsensemedia.org/music-reviews/you-got-served-soundtrack
230	https://www.commonsensemedia.org/music-reviews/these-streets
231	https://www.commonsensemedia.org/music-reviews/out-of-exile
232	https://www.commonsensemedia.org/music-reviews/planet-earth
233	https://www.commonsensemedia.org/music-reviews/the-sweet-escape
234	https://www.commonsensemedia.org/music-reviews/after-the-storm
235	https://www.commonsensemedia.org/music-reviews/under-the-iron-sea
236	https://www.commonsensemedia.org/music-reviews/mind-control
237	https://www.commonsensemedia.org/music-reviews/plans
238	https://www.commonsensemedia.org/music-reviews/instigator
239	https://www.commonsensemedia.org/music-reviews/confessions-on-a-dance-floor
240	https://www.commonsensemedia.org/music-reviews/dreaming-out-loud
241	https://www.commonsensemedia.org/music-reviews/back-ii-da-basics
242	https://www.commonsensemedia.org/music-reviews/daniel-powter
243	https://www.commonsensemedia.org/music-reviews/pearl-jam
244	https://www.commonsensemedia.org/music-reviews/a-girl-like-me
245	https://www.commonsensemedia.org/music-reviews/soundtrack-to-your-life
246	https://www.commonsensemedia.org/music-reviews/welcome-to-the-dollhouse
247	https://www.commonsensemedia.org/music-reviews/neon-bible
248	https://www.commonsensemedia.org/music-reviews/because-of-the-times
249	https://www.commonsensemedia.org/music-reviews/simple-plan
250	https://www.commonsensemedia.org/music-reviews/unleashed
251	https://www.commonsensemedia.org/music-reviews/flight-of-the-conchords
252	https://www.commonsensemedia.org/music-reviews/into-the-wild-soundtrack
253	https://www.commonsensemedia.org/music-reviews/robyn
254	https://www.commonsensemedia.org/music-reviews/the-odd-couple
255	https://www.commonsensemedia.org/music-reviews/dookie
256	https://www.commonsensemedia.org/music-reviews/sean-kingston
257	https://www.commonsensemedia.org/music-reviews/just-like-you
258	https://www.commonsensemedia.org/music-reviews/vampire-weekend
259	https://www.commonsensemedia.org/music-reviews/in-rainbows
260	https://www.commonsensemedia.org/music-reviews/evil-urges
261	https://www.commonsensemedia.org/music-reviews/weezer-the-red-album
262	https://www.commonsensemedia.org/music-reviews/no-introduction
263	https://www.commonsensemedia.org/music-reviews/rotation
264	https://www.commonsensemedia.org/music-reviews/the-colour-and-the-shape
265	https://www.commonsensemedia.org/music-reviews/year-of-the-gentleman
266	https://www.commonsensemedia.org/music-reviews/jennifer-hudson
267	https://www.commonsensemedia.org/music-reviews/unbeautiful
268	https://www.commonsensemedia.org/music-reviews/human
269	https://www.commonsensemedia.org/music-reviews/when-the-world-comes-down
270	https://www.commonsensemedia.org/music-reviews/21st-century-breakdown
271	https://www.commonsensemedia.org/music-reviews/leave-this-town
272	https://www.commonsensemedia.org/music-reviews/glee-the-music-the-rocky-horror-glee-show
273	https://www.commonsensemedia.org/music-reviews/love-is-dead
274	https://www.commonsensemedia.org/music-reviews/raditude
275	https://www.commonsensemedia.org/music-reviews/need-you-now
276	https://www.commonsensemedia.org/music-reviews/raymond-v-raymond
277	https://www.commonsensemedia.org/music-reviews/still-standing
278	https://www.commonsensemedia.org/music-reviews/congratulations
279	https://www.commonsensemedia.org/music-reviews/cant-be-tamed-cd-single
280	https://www.commonsensemedia.org/music-reviews/hurley
281	https://www.commonsensemedia.org/music-reviews/sigh-no-more
282	https://www.commonsensemedia.org/music-reviews/nevermind
283	https://www.commonsensemedia.org/music-reviews/mdna
284	https://www.commonsensemedia.org/music-reviews/trespassing
285	https://www.commonsensemedia.org/music-reviews/babel
286	https://www.commonsensemedia.org/music-reviews/halcyon
287	https://www.commonsensemedia.org/music-reviews/night-train
288	https://www.commonsensemedia.org/music-reviews/odelay
289	https://www.commonsensemedia.org/music-reviews/pure-heroine
290	https://www.commonsensemedia.org/music-reviews/hail-to-the-thief
291	https://www.commonsensemedia.org/music-reviews/a-crow-left-of-the-murder
292	https://www.commonsensemedia.org/music-reviews/get-born
293	https://www.commonsensemedia.org/music-reviews/finally-woken
294	https://www.commonsensemedia.org/music-reviews/franz-ferdinand
295	https://www.commonsensemedia.org/music-reviews/chuck
296	https://www.commonsensemedia.org/music-reviews/love-angel-music-baby
297	https://www.commonsensemedia.org/music-reviews/kala
298	https://www.commonsensemedia.org/music-reviews/turning-point
299	https://www.commonsensemedia.org/music-reviews/im-wide-awake-its-morning
300	https://www.commonsensemedia.org/music-reviews/empire
301	https://www.commonsensemedia.org/music-reviews/up-in-the-attic
302	https://www.commonsensemedia.org/music-reviews/some-loud-thunder
303	https://www.commonsensemedia.org/music-reviews/the-black-parade
304	https://www.commonsensemedia.org/music-reviews/cassie
305	https://www.commonsensemedia.org/music-reviews/the-open-door
306	https://www.commonsensemedia.org/music-reviews/in-your-honor
307	https://www.commonsensemedia.org/music-reviews/alright-still
308	https://www.commonsensemedia.org/music-reviews/american-life
309	https://www.commonsensemedia.org/music-reviews/chapter-ii
310	https://www.commonsensemedia.org/music-reviews/back-to-black
311	https://www.commonsensemedia.org/music-reviews/once-again
312	https://www.commonsensemedia.org/music-reviews/wanted
313	https://www.commonsensemedia.org/music-reviews/demon-days
314	https://www.commonsensemedia.org/music-reviews/the-silence-in-black-and-white
315	https://www.commonsensemedia.org/music-reviews/you-could-have-it-so-much-better
316	https://www.commonsensemedia.org/music-reviews/chris-brown
317	https://www.commonsensemedia.org/music-reviews/back-to-bedlam
318	https://www.commonsensemedia.org/music-reviews/if-only-you-were-lonely
319	https://www.commonsensemedia.org/music-reviews/show-your-bones
320	https://www.commonsensemedia.org/music-reviews/whatever-people-say-i-am-thats-what-im-not
321	https://www.commonsensemedia.org/music-reviews/3121
322	https://www.commonsensemedia.org/music-reviews/every-man-for-himself
323	https://www.commonsensemedia.org/music-reviews/a-fever-you-cant-sweat-out
324	https://www.commonsensemedia.org/music-reviews/good-girl-gone-bad
325	https://www.commonsensemedia.org/music-reviews/kelis-was-here
326	https://www.commonsensemedia.org/music-reviews/because-of-you
327	https://www.commonsensemedia.org/music-reviews/it-wont-be-soon-before-long
328	https://www.commonsensemedia.org/music-reviews/face-off
329	https://www.commonsensemedia.org/music-reviews/the-declaration
330	https://www.commonsensemedia.org/music-reviews/narrow-stairs
331	https://www.commonsensemedia.org/music-reviews/anywhere-i-lay-my-head
332	https://www.commonsensemedia.org/music-reviews/made-of-bricks
333	https://www.commonsensemedia.org/music-reviews/exclusive
334	https://www.commonsensemedia.org/music-reviews/oracular-spectacular
335	https://www.commonsensemedia.org/music-reviews/viva-la-vida
336	https://www.commonsensemedia.org/music-reviews/here-i-stand
337	https://www.commonsensemedia.org/music-reviews/just-a-rolling-stone
338	https://www.commonsensemedia.org/music-reviews/the-quilt
339	https://www.commonsensemedia.org/music-reviews/death-magnetic
340	https://www.commonsensemedia.org/music-reviews/new-jack-city-ii
341	https://www.commonsensemedia.org/music-reviews/the-redemption
342	https://www.commonsensemedia.org/music-reviews/the-blueprint-3
343	https://www.commonsensemedia.org/music-reviews/so-far-gone
344	https://www.commonsensemedia.org/music-reviews/i-told-you-i-was-freaky
345	https://www.commonsensemedia.org/music-reviews/the-fame-monster
346	https://www.commonsensemedia.org/music-reviews/animal
347	https://www.commonsensemedia.org/music-reviews/bob-presents-the-adventures-of-bobby-ray
348	https://www.commonsensemedia.org/music-reviews/rokstarr
349	https://www.commonsensemedia.org/music-reviews/teenage-dream
350	https://www.commonsensemedia.org/music-reviews/ten
351	https://www.commonsensemedia.org/music-reviews/sticky-fingers
352	https://www.commonsensemedia.org/music-reviews/horses
353	https://www.commonsensemedia.org/music-reviews/the-dark-side-of-the-moon
354	https://www.commonsensemedia.org/music-reviews/the-truth-about-love
355	https://www.commonsensemedia.org/music-reviews/blunderbuss
356	https://www.commonsensemedia.org/music-reviews/like-clockwork
357	https://www.commonsensemedia.org/music-reviews/recess
358	https://www.commonsensemedia.org/music-reviews/all-the-right-reasons
359	https://www.commonsensemedia.org/music-reviews/master-of-puppets
360	https://www.commonsensemedia.org/music-reviews/try-this
361	https://www.commonsensemedia.org/music-reviews/fever-to-tell
362	https://www.commonsensemedia.org/music-reviews/confessions
363	https://www.commonsensemedia.org/music-reviews/fly-or-die
364	https://www.commonsensemedia.org/music-reviews/good-news-for-people-who-love-bad-news
365	https://www.commonsensemedia.org/music-reviews/futures
366	https://www.commonsensemedia.org/music-reviews/concrete-rose
367	https://www.commonsensemedia.org/music-reviews/minutes-to-midnight
368	https://www.commonsensemedia.org/music-reviews/get-lifted
369	https://www.commonsensemedia.org/music-reviews/public-warning
370	https://www.commonsensemedia.org/music-reviews/idlewild-soundtrack
371	https://www.commonsensemedia.org/music-reviews/o
372	https://www.commonsensemedia.org/music-reviews/the-young-and-the-hopeless
373	https://www.commonsensemedia.org/music-reviews/three-cheers-for-sweet-revenge
374	https://www.commonsensemedia.org/music-reviews/hypnotize
375	https://www.commonsensemedia.org/music-reviews/in-my-own-words
376	https://www.commonsensemedia.org/music-reviews/im-not-dead
377	https://www.commonsensemedia.org/music-reviews/todd-smith
378	https://www.commonsensemedia.org/music-reviews/st-elsewhere
379	https://www.commonsensemedia.org/music-reviews/decemberunderground
380	https://www.commonsensemedia.org/music-reviews/collision-course
381	https://www.commonsensemedia.org/music-reviews/american-gangster
382	https://www.commonsensemedia.org/music-reviews/funhouse
383	https://www.commonsensemedia.org/music-reviews/scream-aim-fire
384	https://www.commonsensemedia.org/music-reviews/intuition
385	https://www.commonsensemedia.org/music-reviews/scream
386	https://www.commonsensemedia.org/music-reviews/metamorphosis
387	https://www.commonsensemedia.org/music-reviews/fantasy-ride
388	https://www.commonsensemedia.org/music-reviews/rebelution
389	https://www.commonsensemedia.org/music-reviews/man-on-the-moon-the-end-of-day
390	https://www.commonsensemedia.org/music-reviews/loud
391	https://www.commonsensemedia.org/music-reviews/cannibal
392	https://www.commonsensemedia.org/music-reviews/fame
393	https://www.commonsensemedia.org/music-reviews/watch-the-throne
394	https://www.commonsensemedia.org/music-reviews/take-care
395	https://www.commonsensemedia.org/music-reviews/talk-that-talk
396	https://www.commonsensemedia.org/music-reviews/uno
397	https://www.commonsensemedia.org/music-reviews/unorthodox-jukebox
398	https://www.commonsensemedia.org/music-reviews/dos
399	https://www.commonsensemedia.org/music-reviews/bangerz
400	https://www.commonsensemedia.org/music-reviews/artpop
401	https://www.commonsensemedia.org/music-reviews/good-kid-maad-city
402	https://www.commonsensemedia.org/music-reviews/ultraviolence
403	https://www.commonsensemedia.org/music-reviews/1000-forms-of-fear
404	https://www.commonsensemedia.org/music-reviews/results-may-vary
405	https://www.commonsensemedia.org/music-reviews/schizophrenic
406	https://www.commonsensemedia.org/music-reviews/kiss-of-death
407	https://www.commonsensemedia.org/music-reviews/back-to-basics
408	https://www.commonsensemedia.org/music-reviews/sweat
409	https://www.commonsensemedia.org/music-reviews/real-talk
410	https://www.commonsensemedia.org/music-reviews/chain-letter
411	https://www.commonsensemedia.org/music-reviews/press-play
412	https://www.commonsensemedia.org/music-reviews/kingdom-come
413	https://www.commonsensemedia.org/music-reviews/mezmerize
414	https://www.commonsensemedia.org/music-reviews/be
415	https://www.commonsensemedia.org/music-reviews/the-rising-tied
416	https://www.commonsensemedia.org/music-reviews/city-of-evil
417	https://www.commonsensemedia.org/music-reviews/the-cool
418	https://www.commonsensemedia.org/music-reviews/seeing-sounds
419	https://www.commonsensemedia.org/music-reviews/nothings-shocking
420	https://www.commonsensemedia.org/music-reviews/exit-13
421	https://www.commonsensemedia.org/music-reviews/its-not-me-its-you
422	https://www.commonsensemedia.org/music-reviews/dark-horse
423	https://www.commonsensemedia.org/music-reviews/rated-r
424	https://www.commonsensemedia.org/music-reviews/sex-therapy-the-experience
425	https://www.commonsensemedia.org/music-reviews/pink-friday
426	https://www.commonsensemedia.org/music-reviews/rolling-papers
427	https://www.commonsensemedia.org/music-reviews/pink-friday-roman-reloaded
428	https://www.commonsensemedia.org/music-reviews/channel-orange
429	https://www.commonsensemedia.org/music-reviews/unapologetic
430	https://www.commonsensemedia.org/music-reviews/warrior
431	https://www.commonsensemedia.org/music-reviews/magna-carta-holy-grail
432	https://www.commonsensemedia.org/music-reviews/nobodys-daughter
433	https://www.commonsensemedia.org/music-reviews/the-marshall-mathers-lp-2
434	https://www.commonsensemedia.org/music-reviews/the-black-album
435	https://www.commonsensemedia.org/music-reviews/kamikaze
436	https://www.commonsensemedia.org/music-reviews/suit
437	https://www.commonsensemedia.org/music-reviews/encore
438	https://www.commonsensemedia.org/music-reviews/unpredictable
439	https://www.commonsensemedia.org/music-reviews/untitled
440	https://www.commonsensemedia.org/music-reviews/earl
441	https://www.commonsensemedia.org/music-reviews/chicken-n-beer
442	https://www.commonsensemedia.org/music-reviews/tasty
443	https://www.commonsensemedia.org/music-reviews/jackpot
444	https://www.commonsensemedia.org/music-reviews/i-dont-want-you-back
445	https://www.commonsensemedia.org/music-reviews/the-marshall-mathers-lp
446	https://www.commonsensemedia.org/music-reviews/the-eminem-show
447	https://www.commonsensemedia.org/music-reviews/hood-hop
448	https://www.commonsensemedia.org/music-reviews/split-personality
449	https://www.commonsensemedia.org/music-reviews/contraband
450	https://www.commonsensemedia.org/music-reviews/tha-carter
451	https://www.commonsensemedia.org/music-reviews/powerballin
452	https://www.commonsensemedia.org/music-reviews/streets-disciple
453	https://www.commonsensemedia.org/music-reviews/weapons-of-mass-destruction
454	https://www.commonsensemedia.org/music-reviews/hate-it-or-love-it
455	https://www.commonsensemedia.org/music-reviews/crunk-juice
456	https://www.commonsensemedia.org/music-reviews/the-sound-of-revenge
457	https://www.commonsensemedia.org/music-reviews/release-therapy
458	https://www.commonsensemedia.org/music-reviews/playing-with-fire
459	https://www.commonsensemedia.org/music-reviews/hoodstar
460	https://www.commonsensemedia.org/music-reviews/tp3-reloaded
461	https://www.commonsensemedia.org/music-reviews/im-a-hustla
462	https://www.commonsensemedia.org/music-reviews/the-day-after
463	https://www.commonsensemedia.org/music-reviews/see-you-on-the-other-side
464	https://www.commonsensemedia.org/music-reviews/ti-vs-tip
465	https://www.commonsensemedia.org/music-reviews/late-night-special
466	https://www.commonsensemedia.org/music-reviews/konvicted
467	https://www.commonsensemedia.org/music-reviews/tha-carter-iii
468	https://www.commonsensemedia.org/music-reviews/mail-on-sunday
469	https://www.commonsensemedia.org/music-reviews/ego-trippin
470	https://www.commonsensemedia.org/music-reviews/5150-ratchet
471	https://www.commonsensemedia.org/music-reviews/epiphany
472	https://www.commonsensemedia.org/music-reviews/last-2-walk
473	https://www.commonsensemedia.org/music-reviews/raw-footage
474	https://www.commonsensemedia.org/music-reviews/all-hope-is-gone
